Date,PRCP,TMAX,TMIN,CfbWinner,CfbLoser,CfbTV,cfbGame,Winner/tie,Loser/tie,NflGame,psa_sales,Orders,Online%,carryout%,Rewards Enrollment,online_sales,Day,Class,BiClass
2014-09-07,0.113461538462,90.0,71.0,-1,-1,-1,0.0,21,22,1.0,4015.106286,20522,49.58767622,38.94357275,567317.0,1990.99790499,6,2,1
2014-09-08,1.27035714286,84.3333333333,70.6666666667,-1,-1,-1,0.0,10,20,1.0,1914.656381,12487,57.1727952,43.98974934,567749.0,1094.66257149,0,0,0
2014-09-08,1.27035714286,84.3333333333,70.6666666667,-1,-1,-1,0.0,0,25,1.0,1914.656381,12487,57.1727952,43.98974934,567749.0,1094.66257149,0,0,0
2014-09-09,0.0137037037037,83.6666666667,67.6666666667,-1,-1,-1,0.0,-1,-1,0.0,2072.210667,13925,49.07985086,53.49371634,568152.0,1017.03790487,1,0,0
2014-09-10,0.000740740740741,85.3333333333,71.3333333333,-1,-1,-1,0.0,-1,-1,0.0,2088.140095,12341,50.77924666,42.33044324,568555.0,1060.34180945,2,0,0
2014-09-11,0.0004,90.0,70.0,120,115,10,1.0,2,24,1.0,2532.203143,14887,51.22009131,42.42627796,569018.0,1296.996762,3,0,0
2014-09-12,0.478928571429,91.0,73.3333333333,157,97,10,1.0,-1,-1,0.0,4625.267238,25331,52.29360029,41.37223165,569837.0,2418.71876178,4,3,1
2014-09-13,0.278636363636,85.6666666667,68.6666666667,130,163,11,1.0,-1,-1,0.0,4741.966286,26083,53.18012745,40.05674194,570653.0,2521.78371453,5,3,1
2014-09-13,0.278636363636,85.6666666667,68.6666666667,45,104,12,1.0,-1,-1,0.0,4741.966286,26083,53.18012745,40.05674194,570653.0,2521.78371453,5,3,1
2014-09-13,0.278636363636,85.6666666667,68.6666666667,170,88,10,1.0,-1,-1,0.0,4741.966286,26083,53.18012745,40.05674194,570653.0,2521.78371453,5,3,1
2014-09-13,0.278636363636,85.6666666667,68.6666666667,172,26,10,1.0,-1,-1,0.0,4741.966286,26083,53.18012745,40.05674194,570653.0,2521.78371453,5,3,1
2014-09-13,0.278636363636,85.6666666667,68.6666666667,6,128,12,1.0,-1,-1,0.0,4741.966286,26083,53.18012745,40.05674194,570653.0,2521.78371453,5,3,1
2014-09-13,0.278636363636,85.6666666667,68.6666666667,35,127,29,1.0,-1,-1,0.0,4741.966286,26083,53.18012745,40.05674194,570653.0,2521.78371453,5,3,1
2014-09-13,0.278636363636,85.6666666667,68.6666666667,81,100,29,1.0,-1,-1,0.0,4741.966286,26083,53.18012745,40.05674194,570653.0,2521.78371453,5,3,1
2014-09-13,0.278636363636,85.6666666667,68.6666666667,14,150,24,1.0,-1,-1,0.0,4741.966286,26083,53.18012745,40.05674194,570653.0,2521.78371453,5,3,1
2014-09-13,0.278636363636,85.6666666667,68.6666666667,99,122,1,1.0,-1,-1,0.0,4741.966286,26083,53.18012745,40.05674194,570653.0,2521.78371453,5,3,1
2014-09-13,0.278636363636,85.6666666667,68.6666666667,137,167,0,1.0,-1,-1,0.0,4741.966286,26083,53.18012745,40.05674194,570653.0,2521.78371453,5,3,1
2014-09-13,0.278636363636,85.6666666667,68.6666666667,79,185,25,1.0,-1,-1,0.0,4741.966286,26083,53.18012745,40.05674194,570653.0,2521.78371453,5,3,1
2014-09-13,0.278636363636,85.6666666667,68.6666666667,117,70,8,1.0,-1,-1,0.0,4741.966286,26083,53.18012745,40.05674194,570653.0,2521.78371453,5,3,1
2014-09-13,0.278636363636,85.6666666667,68.6666666667,44,93,25,1.0,-1,-1,0.0,4741.966286,26083,53.18012745,40.05674194,570653.0,2521.78371453,5,3,1
2014-09-13,0.278636363636,85.6666666667,68.6666666667,155,151,11,1.0,-1,-1,0.0,4741.966286,26083,53.18012745,40.05674194,570653.0,2521.78371453,5,3,1
2014-09-13,0.278636363636,85.6666666667,68.6666666667,28,169,15,1.0,-1,-1,0.0,4741.966286,26083,53.18012745,40.05674194,570653.0,2521.78371453,5,3,1
2014-09-13,0.278636363636,85.6666666667,68.6666666667,190,49,5,1.0,-1,-1,0.0,4741.966286,26083,53.18012745,40.05674194,570653.0,2521.78371453,5,3,1
2014-09-14,0.00545454545455,75.0,65.3333333333,-1,-1,-1,0.0,28,29,1.0,3014.140952,17329,55.19299505,38.88279762,571209.0,1663.59466644,6,1,0
2014-09-14,0.00545454545455,75.0,65.3333333333,-1,-1,-1,0.0,5,26,1.0,3014.140952,17329,55.19299505,38.88279762,571209.0,1663.59466644,6,1,0
2014-09-14,0.00545454545455,75.0,65.3333333333,-1,-1,-1,0.0,7,19,1.0,3014.140952,17329,55.19299505,38.88279762,571209.0,1663.59466644,6,1,0
2014-09-14,0.00545454545455,75.0,65.3333333333,-1,-1,-1,0.0,4,10,1.0,3014.140952,17329,55.19299505,38.88279762,571209.0,1663.59466644,6,1,0
2014-09-14,0.00545454545455,75.0,65.3333333333,-1,-1,-1,0.0,25,27,1.0,3014.140952,17329,55.19299505,38.88279762,571209.0,1663.59466644,6,1,0
2014-09-14,0.00545454545455,75.0,65.3333333333,-1,-1,-1,0.0,12,22,1.0,3014.140952,17329,55.19299505,38.88279762,571209.0,1663.59466644,6,1,0
2014-09-14,0.00545454545455,75.0,65.3333333333,-1,-1,-1,0.0,0,20,1.0,3014.140952,17329,55.19299505,38.88279762,571209.0,1663.59466644,6,1,0
2014-09-14,0.00545454545455,75.0,65.3333333333,-1,-1,-1,0.0,8,30,1.0,3014.140952,17329,55.19299505,38.88279762,571209.0,1663.59466644,6,1,0
2014-09-14,0.00545454545455,75.0,65.3333333333,-1,-1,-1,0.0,18,17,1.0,3014.140952,17329,55.19299505,38.88279762,571209.0,1663.59466644,6,1,0
2014-09-14,0.00545454545455,75.0,65.3333333333,-1,-1,-1,0.0,9,15,1.0,3014.140952,17329,55.19299505,38.88279762,571209.0,1663.59466644,6,1,0
2014-09-14,0.00545454545455,75.0,65.3333333333,-1,-1,-1,0.0,11,21,1.0,3014.140952,17329,55.19299505,38.88279762,571209.0,1663.59466644,6,1,0
2014-09-14,0.00545454545455,75.0,65.3333333333,-1,-1,-1,0.0,31,14,1.0,3014.140952,17329,55.19299505,38.88279762,571209.0,1663.59466644,6,1,0
2014-09-14,0.00545454545455,75.0,65.3333333333,-1,-1,-1,0.0,6,1,1.0,3014.140952,17329,55.19299505,38.88279762,571209.0,1663.59466644,6,1,0
2014-09-14,0.00545454545455,75.0,65.3333333333,-1,-1,-1,0.0,3,16,1.0,3014.140952,17329,55.19299505,38.88279762,571209.0,1663.59466644,6,1,0
2014-09-15,0.0112,79.3333333333,65.0,-1,-1,-1,0.0,23,13,1.0,1746.799048,10813,52.53888609,41.89401646,571526.0,917.74876205,0,0,0
2014-09-16,0.0255555555556,85.6666666667,70.0,-1,-1,-1,0.0,-1,-1,0.0,2099.736095,14094,48.80158863,53.11480062,571927.0,1024.7045714,1,0,0
2014-09-17,0.0,84.6666666667,63.0,-1,-1,-1,0.0,-1,-1,0.0,1999.383333,11846,49.47666007,41.5920986,572281.0,989.228095165,2,0,0
2014-09-18,0.0008,84.6666666667,60.6666666667,139,41,10,1.0,1,29,1.0,2553.73219,14792,50.66618463,41.13710114,572687.0,1293.87866634,3,0,0
2014-09-19,0.000769230769231,83.3333333333,67.0,-1,-1,-1,0.0,-1,-1,0.0,4628.060095,26079,54.41719271,42.04148932,573608.0,2518.46038063,4,3,1
2014-09-20,0.0,83.0,64.0,130,110,8,1.0,-1,-1,0.0,4435.796476,23316,47.83497624,39.20054898,574334.0,2121.86219035,5,2,1
2014-09-20,0.0,83.0,64.0,86,177,10,1.0,-1,-1,0.0,4435.796476,23316,47.83497624,39.20054898,574334.0,2121.86219035,5,2,1
2014-09-20,0.0,83.0,64.0,1,52,0,1.0,-1,-1,0.0,4435.796476,23316,47.83497624,39.20054898,574334.0,2121.86219035,5,2,1
2014-09-20,0.0,83.0,64.0,30,173,29,1.0,-1,-1,0.0,4435.796476,23316,47.83497624,39.20054898,574334.0,2121.86219035,5,2,1
2014-09-20,0.0,83.0,64.0,174,30,29,1.0,-1,-1,0.0,4435.796476,23316,47.83497624,39.20054898,574334.0,2121.86219035,5,2,1
2014-09-20,0.0,83.0,64.0,12,109,7,1.0,-1,-1,0.0,4435.796476,23316,47.83497624,39.20054898,574334.0,2121.86219035,5,2,1
2014-09-20,0.0,83.0,64.0,176,77,10,1.0,-1,-1,0.0,4435.796476,23316,47.83497624,39.20054898,574334.0,2121.86219035,5,2,1
2014-09-20,0.0,83.0,64.0,115,133,11,1.0,-1,-1,0.0,4435.796476,23316,47.83497624,39.20054898,574334.0,2121.86219035,5,2,1
2014-09-20,0.0,83.0,64.0,137,182,15,1.0,-1,-1,0.0,4435.796476,23316,47.83497624,39.20054898,574334.0,2121.86219035,5,2,1
2014-09-20,0.0,83.0,64.0,79,180,10,1.0,-1,-1,0.0,4435.796476,23316,47.83497624,39.20054898,574334.0,2121.86219035,5,2,1
2014-09-20,0.0,83.0,64.0,36,176,29,1.0,-1,-1,0.0,4435.796476,23316,47.83497624,39.20054898,574334.0,2121.86219035,5,2,1
2014-09-20,0.0,83.0,64.0,149,162,1,1.0,-1,-1,0.0,4435.796476,23316,47.83497624,39.20054898,574334.0,2121.86219035,5,2,1
2014-09-20,0.0,83.0,64.0,76,96,11,1.0,-1,-1,0.0,4435.796476,23316,47.83497624,39.20054898,574334.0,2121.86219035,5,2,1
2014-09-21,0.0,86.6666666667,60.0,-1,-1,-1,0.0,27,9,1.0,2897.965619,16865,53.62212552,39.06907797,574874.0,1553.95076175,6,0,0
2014-09-21,0.0,86.6666666667,60.0,-1,-1,-1,0.0,13,14,1.0,2897.965619,16865,53.62212552,39.06907797,574874.0,1553.95076175,6,0,0
2014-09-21,0.0,86.6666666667,60.0,-1,-1,-1,0.0,10,11,1.0,2897.965619,16865,53.62212552,39.06907797,574874.0,1553.95076175,6,0,0
2014-09-21,0.0,86.6666666667,60.0,-1,-1,-1,0.0,2,7,1.0,2897.965619,16865,53.62212552,39.06907797,574874.0,1553.95076175,6,0,0
2014-09-21,0.0,86.6666666667,60.0,-1,-1,-1,0.0,19,17,1.0,2897.965619,16865,53.62212552,39.06907797,574874.0,1553.95076175,6,0,0
2014-09-21,0.0,86.6666666667,60.0,-1,-1,-1,0.0,23,31,1.0,2897.965619,16865,53.62212552,39.06907797,574874.0,1553.95076175,6,0,0
2014-09-21,0.0,86.6666666667,60.0,-1,-1,-1,0.0,6,30,1.0,2897.965619,16865,53.62212552,39.06907797,574874.0,1553.95076175,6,0,0
2014-09-21,0.0,86.6666666667,60.0,-1,-1,-1,0.0,15,16,1.0,2897.965619,16865,53.62212552,39.06907797,574874.0,1553.95076175,6,0,0
2014-09-21,0.0,86.6666666667,60.0,-1,-1,-1,0.0,18,22,1.0,2897.965619,16865,53.62212552,39.06907797,574874.0,1553.95076175,6,0,0
2014-09-21,0.0,86.6666666667,60.0,-1,-1,-1,0.0,8,28,1.0,2897.965619,16865,53.62212552,39.06907797,574874.0,1553.95076175,6,0,0
2014-09-21,0.0,86.6666666667,60.0,-1,-1,-1,0.0,24,4,1.0,2897.965619,16865,53.62212552,39.06907797,574874.0,1553.95076175,6,0,0
2014-09-21,0.0,86.6666666667,60.0,-1,-1,-1,0.0,25,3,1.0,2897.965619,16865,53.62212552,39.06907797,574874.0,1553.95076175,6,0,0
2014-09-21,0.0,86.6666666667,60.0,-1,-1,-1,0.0,20,12,1.0,2897.965619,16865,53.62212552,39.06907797,574874.0,1553.95076175,6,0,0
2014-09-21,0.0,86.6666666667,60.0,-1,-1,-1,0.0,0,26,1.0,2897.965619,16865,53.62212552,39.06907797,574874.0,1553.95076175,6,0,0
2014-09-22,0.0263636363636,80.6666666667,60.3333333333,-1,-1,-1,0.0,5,21,1.0,1618.168952,10004,50.90768672,41.99320272,575153.0,823.772380684,0,0,0
2014-09-23,0.00304347826087,77.0,57.3333333333,-1,-1,-1,0.0,-1,-1,0.0,1965.012571,13329,49.0882598,55.06039463,575498.0,964.590475955,1,0,0
2014-09-24,0.0,77.6666666667,55.3333333333,-1,-1,-1,0.0,-1,-1,0.0,1966.588667,11600,49.12803563,42.62068966,575764.0,966.146381019,2,0,0
2014-09-25,0.0,77.3333333333,63.0,116,170,10,1.0,20,31,1.0,2581.980476,15441,52.18280025,43.59173629,576245.0,1347.34971429,3,0,0
2014-09-25,0.0,77.3333333333,63.0,17,18,16,1.0,20,31,1.0,2581.980476,15441,52.18280025,43.59173629,576245.0,1347.34971429,3,0,0
2014-09-26,0.0004,74.3333333333,64.0,-1,-1,-1,0.0,-1,-1,0.0,4362.256762,23790,50.56987759,41.56788567,576901.0,2205.9879047,4,2,1
